Points_0,Points_1,Points_2,U_0,U_1,U_2,k
7.000000,0.023400,0.000000,1.089611,0.000373,-0.000000,0.012065
7.000000,0.024000,0.000000,1.094840,0.000384,-0.000000,0.012016
7.000000,0.024600,0.000000,1.099234,0.000396,-0.000000,0.011967
7.000000,0.025200,0.000000,1.103628,0.000407,-0.000000,0.011917
7.000000,0.025800,0.000000,1.108022,0.000419,-0.000000,0.011868
7.000000,0.026400,0.000000,1.112416,0.000431,-0.000000,0.011818
7.000000,0.027000,0.000000,1.116810,0.000443,-0.000000,0.011769
7.000000,0.027600,0.000000,1.121204,0.000454,-0.000000,0.011719
7.000000,0.028200,0.000000,1.125598,0.000466,-0.000000,0.011670
7.000000,0.028800,0.000000,1.129992,0.000478,-0.000000,0.011621
7.000000,0.029400,0.000000,1.134386,0.000490,-0.000000,0.011571
7.000000,0.030000,0.000000,1.138780,0.000501,-0.000000,0.011522
7.000000,0.030600,0.000000,1.142670,0.000514,-0.000000,0.011471
7.000000,0.031200,0.000000,1.146322,0.000526,-0.000000,0.011420
7.000000,0.031800,0.000000,1.149975,0.000539,-0.000000,0.011368
7.000000,0.032400,0.000000,1.153627,0.000551,-0.000000,0.011317
7.000000,0.033000,0.000000,1.157279,0.000563,-0.000000,0.011265
7.000000,0.033600,0.000000,1.160932,0.000576,-0.000000,0.011214
7.000000,0.034200,0.000000,1.164584,0.000588,-0.000000,0.011163
7.000000,0.034800,0.000000,1.168237,0.000601,-0.000000,0.011111
7.000000,0.035400,0.000000,1.171889,0.000613,-0.000000,0.011060
7.000000,0.036000,0.000000,1.175542,0.000626,-0.000000,0.011008
7.000000,0.036600,0.000000,1.179194,0.000638,-0.000000,0.010957
7.000000,0.037200,0.000000,1.182460,0.000651,-0.000000,0.010904
7.000000,0.037800,0.000000,1.185608,0.000665,-0.000000,0.010850
7.000000,0.038400,0.000000,1.188755,0.000678,-0.000000,0.010796
7.000000,0.039000,0.000000,1.191903,0.000691,-0.000000,0.010743
7.000000,0.039600,0.000000,1.195051,0.000704,-0.000000,0.010689
7.000000,0.040200,0.000000,1.198198,0.000717,-0.000000,0.010635
7.000000,0.040800,0.000000,1.201346,0.000731,-0.000000,0.010581
7.000000,0.041400,0.000000,1.204494,0.000744,-0.000000,0.010527
7.000000,0.042000,0.000000,1.207641,0.000757,-0.000000,0.010474
7.000000,0.042600,0.000000,1.210789,0.000770,-0.000000,0.010420
7.000000,0.043200,0.000000,1.213937,0.000784,-0.000000,0.010366
7.000000,0.043800,0.000000,1.216882,0.000797,-0.000000,0.010311
7.000000,0.044400,0.000000,1.219663,0.000811,-0.000000,0.010255
7.000000,0.045000,0.000000,1.222443,0.000825,-0.000000,0.010199
7.000000,0.045600,0.000000,1.225223,0.000839,-0.000000,0.010142
7.000000,0.046200,0.000000,1.228003,0.000853,-0.000000,0.010086
7.000000,0.046800,0.000000,1.230783,0.000867,-0.000000,0.010030
7.000000,0.047400,0.000000,1.233564,0.000881,-0.000000,0.009973
7.000000,0.048000,0.000000,1.236344,0.000895,-0.000000,0.009917
7.000000,0.048600,0.000000,1.239124,0.000909,-0.000000,0.009861
7.000000,0.049200,0.000000,1.241904,0.000923,-0.000000,0.009805
7.000000,0.049800,0.000000,1.244685,0.000936,-0.000000,0.009748
7.000000,0.050400,0.000000,1.247458,0.000950,-0.000000,0.009692
7.000000,0.051000,0.000000,1.249956,0.000965,0.000000,0.009633
7.000000,0.051600,0.000000,1.252455,0.000980,0.000000,0.009574
7.000000,0.052200,0.000000,1.254953,0.000994,0.000000,0.009516
7.000000,0.052800,0.000000,1.257451,0.001009,0.000000,0.009457
7.000000,0.053400,0.000000,1.259949,0.001024,0.000000,0.009398
7.000000,0.054000,0.000000,1.262447,0.001038,0.000000,0.009339
7.000000,0.054600,0.000000,1.264945,0.001053,0.000000,0.009281
7.000000,0.055200,0.000000,1.267443,0.001067,0.000000,0.009222
7.000000,0.055800,0.000000,1.269941,0.001082,0.000000,0.009163
7.000000,0.056400,0.000000,1.272440,0.001097,0.000000,0.009104
7.000000,0.057000,0.000000,1.274938,0.001111,0.000000,0.009045
7.000000,0.057600,0.000000,1.277395,0.001126,0.000000,0.008986
7.000000,0.058200,0.000000,1.279666,0.001141,0.000000,0.008925
7.000000,0.058800,0.000000,1.281937,0.001157,0.000000,0.008864
7.000000,0.059400,0.000000,1.284208,0.001172,0.000000,0.008803
7.000000,0.060000,0.000000,1.286479,0.001187,0.000000,0.008742
7.000000,0.060600,0.000000,1.288750,0.001202,0.000000,0.008680
7.000000,0.061200,0.000000,1.291021,0.001218,0.000000,0.008619
7.000000,0.061800,0.000000,1.293292,0.001233,0.000000,0.008558
7.000000,0.062400,0.000000,1.295563,0.001248,0.000000,0.008497
7.000000,0.063000,0.000000,1.297833,0.001264,0.000000,0.008436
7.000000,0.063600,0.000000,1.300104,0.001279,0.000000,0.008375
7.000000,0.064200,0.000000,1.302375,0.001294,0.000000,0.008314
7.000000,0.064800,0.000000,1.304645,0.001309,0.000000,0.008252
7.000000,0.065400,0.000000,1.306725,0.001325,0.000000,0.008189
7.000000,0.066000,0.000000,1.308804,0.001341,0.000000,0.008126
7.000000,0.066600,0.000000,1.310884,0.001357,-0.000000,0.008063
7.000000,0.067200,0.000000,1.312963,0.001373,-0.000000,0.007999
7.000000,0.067800,0.000000,1.315043,0.001389,-0.000000,0.007936
7.000000,0.068400,0.000000,1.317123,0.001404,-0.000000,0.007873
7.000000,0.069000,0.000000,1.319202,0.001420,-0.000000,0.007810
7.000000,0.069600,0.000000,1.321282,0.001436,-0.000000,0.007746
7.000000,0.070200,0.000000,1.323361,0.001452,-0.000000,0.007683
7.000000,0.070800,0.000000,1.325441,0.001468,-0.000000,0.007620
7.000000,0.071400,0.000000,1.327520,0.001484,-0.000000,0.007557
7.000000,0.072000,0.000000,1.329600,0.001500,-0.000000,0.007493
7.000000,0.072600,0.000000,1.331596,0.001516,-0.000000,0.007429
7.000000,0.073200,0.000000,1.333507,0.001532,-0.000000,0.007365
7.000000,0.073800,0.000000,1.335419,0.001548,-0.000000,0.007300
7.000000,0.074400,0.000000,1.337330,0.001565,-0.000000,0.007235
7.000000,0.075000,0.000000,1.339242,0.001581,-0.000000,0.007170
7.000000,0.075600,0.000000,1.341153,0.001597,-0.000000,0.007105
7.000000,0.076200,0.000000,1.343064,0.001613,-0.000000,0.007040
7.000000,0.076800,0.000000,1.344976,0.001630,-0.000000,0.006975
7.000000,0.077400,0.000000,1.346887,0.001646,-0.000000,0.006911
7.000000,0.078000,0.000000,1.348799,0.001662,-0.000000,0.006846
7.000000,0.078600,0.000000,1.350710,0.001679,-0.000000,0.006781
7.000000,0.079200,0.000000,1.352621,0.001695,-0.000000,0.006716
7.000000,0.079800,0.000000,1.354533,0.001711,-0.000000,0.006651
7.000000,0.080400,0.000000,1.356344,0.001728,-0.000000,0.006586
7.000000,0.081000,0.000000,1.358099,0.001744,-0.000000,0.006520
7.000000,0.081600,0.000000,1.359854,0.001761,-0.000000,0.006454
7.000000,0.082200,0.000000,1.361609,0.001777,-0.000000,0.006388
7.000000,0.082800,0.000000,1.363365,0.001794,-0.000000,0.006323
7.000000,0.083400,0.000000,1.365120,0.001811,-0.000000,0.006257
7.000000,0.084000,0.000000,1.366875,0.001827,-0.000000,0.006191
7.000000,0.084600,0.000000,1.368630,0.001844,-0.000000,0.006125
7.000000,0.085200,0.000000,1.370385,0.001860,-0.000000,0.006060
7.000000,0.085800,0.000000,1.372141,0.001877,-0.000000,0.005994
7.000000,0.086400,0.000000,1.373896,0.001894,-0.000000,0.005928
7.000000,0.087000,0.000000,1.375651,0.001910,-0.000000,0.005862
7.000000,0.087600,0.000000,1.377406,0.001927,-0.000000,0.005797
7.000000,0.088200,0.000000,1.379096,0.001943,-0.000000,0.005731
7.000000,0.088800,0.000000,1.380698,0.001960,-0.000000,0.005665
7.000000,0.089400,0.000000,1.382301,0.001977,-0.000000,0.005600
7.000000,0.090000,0.000000,1.383904,0.001993,-0.000000,0.005534
7.000000,0.090600,0.000000,1.385506,0.002010,-0.000000,0.005469
7.000000,0.091200,0.000000,1.387109,0.002026,-0.000000,0.005403
7.000000,0.091800,0.000000,1.388711,0.002043,-0.000000,0.005338
7.000000,0.092400,0.000000,1.390314,0.002060,-0.000000,0.005272
7.000000,0.093000,0.000000,1.391917,0.002076,-0.000000,0.005206
7.000000,0.093600,0.000000,1.393519,0.002093,-0.000000,0.005141
7.000000,0.094200,0.000000,1.395122,0.002109,-0.000000,0.005075
7.000000,0.094800,0.000000,1.396725,0.002126,-0.000000,0.005010
7.000000,0.095400,0.000000,1.398327,0.002143,-0.000000,0.004944
7.000000,0.096000,0.000000,1.399930,0.002159,-0.000000,0.004879
7.000000,0.096600,0.000000,1.401398,0.002176,-0.000000,0.004814
7.000000,0.097200,0.000000,1.402844,0.002192,-0.000000,0.004751
7.000000,0.097800,0.000000,1.404289,0.002208,-0.000000,0.004687
7.000000,0.098400,0.000000,1.405735,0.002225,-0.000000,0.004623
7.000000,0.099000,0.000000,1.407180,0.002241,-0.000000,0.004559
7.000000,0.099600,0.000000,1.408626,0.002257,-0.000000,0.004495
7.000000,0.100200,0.000000,1.410071,0.002273,-0.000000,0.004431
7.000000,0.100800,0.000000,1.411517,0.002290,0.000000,0.004368
7.000000,0.101400,0.000000,1.412963,0.002306,0.000000,0.004304
7.000000,0.102000,0.000000,1.414408,0.002322,0.000000,0.004240
7.000000,0.102600,0.000000,1.415854,0.002339,0.000000,0.004176
7.000000,0.103200,0.000000,1.417299,0.002355,0.000000,0.004112
7.000000,0.103800,0.000000,1.418745,0.002371,0.000000,0.004049
7.000000,0.104400,0.000000,1.420190,0.002387,0.000000,0.003985
7.000000,0.105000,0.000000,1.421481,0.002403,0.000000,0.003924
7.000000,0.105600,0.000000,1.422756,0.002418,0.000000,0.003864
7.000000,0.106200,0.000000,1.424030,0.002434,0.000000,0.003805
7.000000,0.106800,0.000000,1.425305,0.002449,0.000000,0.003745
7.000000,0.107400,0.000000,1.426579,0.002465,0.000000,0.003685
7.000000,0.108000,0.000000,1.427854,0.002480,0.000000,0.003625
7.000000,0.108600,0.000000,1.429129,0.002496,0.000000,0.003565
7.000000,0.109200,0.000000,1.430403,0.002511,0.000000,0.003505
7.000000,0.109800,0.000000,1.431678,0.002527,0.000000,0.003445
7.000000,0.110400,0.000000,1.432952,0.002542,0.000000,0.003385
7.000000,0.111000,0.000000,1.434227,0.002557,0.000000,0.003325
7.000000,0.111600,0.000000,1.435502,0.002573,0.000000,0.003265
7.000000,0.112200,0.000000,1.436776,0.002588,0.000000,0.003205
7.000000,0.112800,0.000000,1.438051,0.002604,0.000000,0.003145
7.000000,0.113400,0.000000,1.439215,0.002618,0.000000,0.003089
7.000000,0.114000,0.000000,1.440296,0.002632,0.000000,0.003036
7.000000,0.114600,0.000000,1.441377,0.002646,0.000000,0.002983
7.000000,0.115200,0.000000,1.442458,0.002660,0.000000,0.002929
7.000000,0.115800,0.000000,1.443539,0.002674,0.000000,0.002876
7.000000,0.116400,0.000000,1.444620,0.002688,0.000000,0.002823
7.000000,0.117000,0.000000,1.445701,0.002702,0.000000,0.002770
7.000000,0.117600,0.000000,1.446782,0.002716,0.000000,0.002716
7.000000,0.118200,0.000000,1.447863,0.002730,0.000000,0.002663
7.000000,0.118800,0.000000,1.448944,0.002744,0.000000,0.002610
7.000000,0.119400,0.000000,1.450025,0.002758,0.000000,0.002557
7.000000,0.120000,0.000000,1.451106,0.002772,0.000000,0.002503
7.000000,0.120600,0.000000,1.452187,0.002785,0.000000,0.002450
7.000000,0.121200,0.000000,1.453268,0.002799,0.000000,0.002397
7.000000,0.121800,0.000000,1.454349,0.002813,-0.000000,0.002344
7.000000,0.122400,0.000000,1.455246,0.002825,-0.000000,0.002298
7.000000,0.123000,0.000000,1.456106,0.002837,-0.000000,0.002255
7.000000,0.123600,0.000000,1.456966,0.002848,0.000000,0.002211
7.000000,0.124200,0.000000,1.457826,0.002860,0.000000,0.002168
7.000000,0.124800,0.000000,1.458685,0.002871,0.000000,0.002124
7.000000,0.125400,0.000000,1.459545,0.002883,0.000000,0.002081
7.000000,0.126000,0.000000,1.460405,0.002894,0.000000,0.002037
7.000000,0.126600,0.000000,1.461265,0.002906,0.000000,0.001994
7.000000,0.127200,0.000000,1.462125,0.002917,0.000000,0.001950
7.000000,0.127800,0.000000,1.462985,0.002929,0.000000,0.001907
7.000000,0.128400,0.000000,1.463845,0.002940,0.000000,0.001863
7.000000,0.129000,0.000000,1.464705,0.002952,0.000000,0.001820
7.000000,0.129600,0.000000,1.465565,0.002963,0.000000,0.001776
7.000000,0.130200,0.000000,1.466425,0.002975,0.000000,0.001733
7.000000,0.130800,0.000000,1.467285,0.002986,0.000000,0.001689
7.000000,0.131400,0.000000,1.467979,0.002996,0.000000,0.001654
7.000000,0.132000,0.000000,1.468601,0.003004,0.000000,0.001623
7.000000,0.132600,0.000000,1.469222,0.003012,0.000000,0.001591
7.000000,0.133200,0.000000,1.469843,0.003021,0.000000,0.001559
7.000000,0.133800,0.000000,1.470464,0.003029,0.000000,0.001528
7.000000,0.134400,0.000000,1.471086,0.003037,0.000000,0.001496
7.000000,0.135000,0.000000,1.471707,0.003046,0.000000,0.001465
7.000000,0.135600,0.000000,1.472328,0.003054,0.000000,0.001433
7.000000,0.136200,0.000000,1.472950,0.003063,0.000000,0.001401
7.000000,0.136800,0.000000,1.473571,0.003071,0.000000,0.001370
7.000000,0.137400,0.000000,1.474192,0.003079,0.000000,0.001338
7.000000,0.138000,0.000000,1.474814,0.003088,0.000000,0.001307
7.000000,0.138600,0.000000,1.475435,0.003096,0.000000,0.001275
7.000000,0.139200,0.000000,1.476056,0.003104,0.000000,0.001243
7.000000,0.139800,0.000000,1.476678,0.003113,0.000000,0.001212
7.000000,0.140400,0.000000,1.477269,0.003120,0.000000,0.001182
7.000000,0.141000,0.000000,1.477664,0.003125,0.000000,0.001162
7.000000,0.141600,0.000000,1.478060,0.003130,0.000000,0.001142
7.000000,0.142200,0.000000,1.478455,0.003135,0.000000,0.001122
7.000000,0.142800,0.000000,1.478850,0.003140,0.000000,0.001103
7.000000,0.143400,0.000000,1.479246,0.003145,0.000000,0.001083
7.000000,0.144000,0.000000,1.479641,0.003150,0.000000,0.001063
7.000000,0.144600,0.000000,1.480037,0.003155,0.000000,0.001043
7.000000,0.145200,0.000000,1.480432,0.003160,0.000000,0.001023
7.000000,0.145800,0.000000,1.480828,0.003165,0.000000,0.001003
7.000000,0.146400,0.000000,1.481223,0.003170,-0.000000,0.000984
7.000000,0.147000,0.000000,1.481618,0.003175,-0.000000,0.000964
7.000000,0.147600,0.000000,1.482014,0.003179,-0.000000,0.000944
7.000000,0.148200,0.000000,1.482409,0.003184,-0.000000,0.000924
7.000000,0.148800,0.000000,1.482805,0.003189,-0.000000,0.000904
7.000000,0.149400,0.000000,1.483200,0.003194,-0.000000,0.000884
7.000000,0.150000,0.000000,1.483570,0.003199,-0.000000,0.000866
7.000000,0.150600,0.000000,1.483786,0.003201,-0.000000,0.000855
7.000000,0.151200,0.000000,1.484003,0.003203,-0.000000,0.000844
7.000000,0.151800,0.000000,1.484219,0.003205,-0.000000,0.000834
7.000000,0.152400,0.000000,1.484435,0.003207,-0.000000,0.000823
7.000000,0.153000,0.000000,1.484652,0.003209,-0.000000,0.000812
7.000000,0.153600,0.000000,1.484868,0.003211,-0.000000,0.000802
7.000000,0.154200,0.000000,1.485084,0.003213,-0.000000,0.000791
7.000000,0.154800,0.000000,1.485301,0.003215,-0.000000,0.000780
7.000000,0.155400,0.000000,1.485517,0.003217,-0.000000,0.000770
7.000000,0.156000,0.000000,1.485734,0.003219,-0.000000,0.000759
7.000000,0.156600,0.000000,1.485950,0.003221,-0.000000,0.000748
7.000000,0.157200,0.000000,1.486166,0.003223,-0.000000,0.000737
7.000000,0.157800,0.000000,1.486383,0.003225,-0.000000,0.000727
7.000000,0.158400,0.000000,1.486599,0.003227,-0.000000,0.000716
7.000000,0.159000,0.000000,1.486815,0.003229,-0.000000,0.000705
7.000000,0.159600,0.000000,1.487032,0.003232,-0.000000,0.000695
7.000000,0.160200,0.000000,1.487164,0.003232,-0.000000,0.000688
7.000000,0.160800,0.000000,1.487263,0.003232,-0.000000,0.000683
7.000000,0.161400,0.000000,1.487361,0.003232,-0.000000,0.000678
7.000000,0.162000,0.000000,1.487460,0.003233,-0.000000,0.000673
7.000000,0.162600,0.000000,1.487558,0.003233,-0.000000,0.000668
7.000000,0.163200,0.000000,1.487657,0.003233,-0.000000,0.000663
7.000000,0.163800,0.000000,1.487756,0.003233,-0.000000,0.000658
7.000000,0.164400,0.000000,1.487854,0.003233,-0.000000,0.000653
7.000000,0.165000,0.000000,1.487953,0.003233,-0.000000,0.000648
7.000000,0.165600,0.000000,1.488051,0.003233,-0.000000,0.000643
7.000000,0.166200,0.000000,1.488150,0.003233,0.000000,0.000638
7.000000,0.166800,0.000000,1.488248,0.003234,0.000000,0.000633
7.000000,0.167400,0.000000,1.488347,0.003234,0.000000,0.000628
7.000000,0.168000,0.000000,1.488445,0.003234,0.000000,0.000623
7.000000,0.168600,0.000000,1.488544,0.003234,0.000000,0.000618
7.000000,0.169200,0.000000,1.488642,0.003234,0.000000,0.000613
7.000000,0.169800,0.000000,1.488741,0.003234,0.000000,0.000608
7.000000,0.170400,0.000000,1.488785,0.003233,0.000000,0.000605
7.000000,0.171000,0.000000,1.488818,0.003232,0.000000,0.000603
7.000000,0.171600,0.000000,1.488851,0.003231,0.000000,0.000601
7.000000,0.172200,0.000000,1.488883,0.003230,0.000000,0.000599
7.000000,0.172800,0.000000,1.488916,0.003229,0.000000,0.000597
7.000000,0.173400,0.000000,1.488949,0.003228,0.000000,0.000595
7.000000,0.174000,0.000000,1.488982,0.003227,0.000000,0.000593
7.000000,0.174600,0.000000,1.489015,0.003226,0.000000,0.000590
7.000000,0.175200,0.000000,1.489047,0.003225,0.000000,0.000588
7.000000,0.175800,0.000000,1.489080,0.003224,0.000000,0.000586
7.000000,0.176400,0.000000,1.489113,0.003223,0.000000,0.000584
7.000000,0.177000,0.000000,1.489146,0.003222,0.000000,0.000582
7.000000,0.177600,0.000000,1.489178,0.003221,0.000000,0.000580
7.000000,0.178200,0.000000,1.489211,0.003220,0.000000,0.000578
7.000000,0.178800,0.000000,1.489244,0.003219,0.000000,0.000576
7.000000,0.179400,0.000000,1.489277,0.003218,0.000000,0.000574
7.000000,0.180000,0.000000,1.489309,0.003217,0.000000,0.000572
7.000000,0.180600,0.000000,1.489327,0.003216,0.000000,0.000570
7.000000,0.181200,0.000000,1.489329,0.003214,0.000000,0.000569
7.000000,0.181800,0.000000,1.489330,0.003213,0.000000,0.000568
7.000000,0.182400,0.000000,1.489331,0.003211,0.000000,0.000568
7.000000,0.183000,0.000000,1.489333,0.003209,0.000000,0.000567
7.000000,0.183600,0.000000,1.489334,0.003208,0.000000,0.000566
7.000000,0.184200,0.000000,1.489335,0.003206,0.000000,0.000565
7.000000,0.184800,0.000000,1.489337,0.003205,0.000000,0.000565
7.000000,0.185400,0.000000,1.489338,0.003203,0.000000,0.000564
7.000000,0.186000,0.000000,1.489339,0.003201,0.000000,0.000563
7.000000,0.186600,0.000000,1.489341,0.003200,0.000000,0.000562
7.000000,0.187200,0.000000,1.489342,0.003198,0.000000,0.000561
7.000000,0.187800,0.000000,1.489343,0.003197,0.000000,0.000561
7.000000,0.188400,0.000000,1.489344,0.003195,0.000000,0.000560
7.000000,0.189000,0.000000,1.489346,0.003194,0.000000,0.000559
7.000000,0.189600,0.000000,1.489347,0.003192,0.000000,0.000558
7.000000,0.190200,0.000000,1.489349,0.003190,0.000000,0.000557
7.000000,0.190800,0.000000,1.489350,0.003189,0.000000,0.000557
7.000000,0.191400,0.000000,1.489343,0.003187,0.000000,0.000556
7.000000,0.192000,0.000000,1.489331,0.003185,0.000000,0.000556
7.000000,0.192600,0.000000,1.489319,0.003183,0.000000,0.000555
7.000000,0.193200,0.000000,1.489308,0.003181,0.000000,0.000555
7.000000,0.193800,0.000000,1.489296,0.003179,0.000000,0.000555
7.000000,0.194400,0.000000,1.489284,0.003178,0.000000,0.000555
7.000000,0.195000,0.000000,1.489273,0.003176,0.000000,0.000554
7.000000,0.195600,0.000000,1.489261,0.003174,0.000000,0.000554
7.000000,0.196200,0.000000,1.489249,0.003172,0.000000,0.000554
7.000000,0.196800,0.000000,1.489237,0.003170,0.000000,0.000553
7.000000,0.197400,0.000000,1.489226,0.003168,0.000000,0.000553
7.000000,0.198000,0.000000,1.489214,0.003166,0.000000,0.000553
7.000000,0.198600,0.000000,1.489202,0.003164,0.000000,0.000553
7.000000,0.199200,0.000000,1.489191,0.003162,0.000000,0.000552
7.000000,0.199800,0.000000,1.489179,0.003161,0.000000,0.000552
7.000000,0.200400,0.000000,1.489167,0.003159,0.000000,0.000552
7.000000,0.201000,0.000000,1.489155,0.003157,0.000000,0.000551
7.000000,0.201600,0.000000,1.489144,0.003155,0.000000,0.000551
7.000000,0.202200,0.000000,1.489131,0.003153,0.000000,0.000551
7.000000,0.202800,0.000000,1.489114,0.003151,0.000000,0.000551
7.000000,0.203400,0.000000,1.489098,0.003149,0.000000,0.000551
7.000000,0.204000,0.000000,1.489082,0.003147,0.000000,0.000551
7.000000,0.204600,0.000000,1.489065,0.003145,0.000000,0.000551
7.000000,0.205200,0.000000,1.489049,0.003143,0.000000,0.000550
7.000000,0.205800,0.000000,1.489033,0.003140,0.000000,0.000550
7.000000,0.206400,0.000000,1.489016,0.003138,0.000000,0.000550
7.000000,0.207000,0.000000,1.489000,0.003136,0.000000,0.000550
7.000000,0.207600,0.000000,1.488984,0.003134,0.000000,0.000550
7.000000,0.208200,0.000000,1.488968,0.003132,0.000000,0.000550
7.000000,0.208800,0.000000,1.488951,0.003130,0.000000,0.000550
7.000000,0.209400,0.000000,1.488935,0.003128,0.000000,0.000550
7.000000,0.210000,0.000000,1.488919,0.003126,0.000000,0.000550
7.000000,0.210600,0.000000,1.488902,0.003124,0.000000,0.000550
7.000000,0.211200,0.000000,1.488886,0.003122,0.000000,0.000549
7.000000,0.211800,0.000000,1.488870,0.003120,0.000000,0.000549
7.000000,0.212400,0.000000,1.488853,0.003118,0.000000,0.000549
7.000000,0.213000,0.000000,1.488837,0.003116,0.000000,0.000549
7.000000,0.213600,0.000000,1.488820,0.003114,0.000000,0.000549
7.000000,0.214200,0.000000,1.488803,0.003111,0.000000,0.000549
7.000000,0.214800,0.000000,1.488786,0.003109,0.000000,0.000549
7.000000,0.215400,0.000000,1.488769,0.003107,0.000000,0.000549
7.000000,0.216000,0.000000,1.488752,0.003105,0.000000,0.000549
7.000000,0.216600,0.000000,1.488735,0.003103,0.000000,0.000549
7.000000,0.217200,0.000000,1.488718,0.003100,0.000000,0.000549
7.000000,0.217800,0.000000,1.488701,0.003098,0.000000,0.000549
7.000000,0.218400,0.000000,1.488684,0.003096,0.000000,0.000549
7.000000,0.219000,0.000000,1.488667,0.003094,0.000000,0.000549
7.000000,0.219600,0.000000,1.488650,0.003092,0.000000,0.000549
7.000000,0.220200,0.000000,1.488633,0.003090,0.000000,0.000549
7.000000,0.220800,0.000000,1.488616,0.003087,0.000000,0.000549
7.000000,0.221400,0.000000,1.488599,0.003085,0.000000,0.000548
7.000000,0.222000,0.000000,1.488582,0.003083,0.000000,0.000548
7.000000,0.222600,0.000000,1.488565,0.003081,0.000000,0.000548
7.000000,0.223200,0.000000,1.488548,0.003079,0.000000,0.000548
7.000000,0.223800,0.000000,1.488531,0.003077,0.000000,0.000548
7.000000,0.224400,0.000000,1.488513,0.003074,0.000000,0.000548
7.000000,0.225000,0.000000,1.488496,0.003072,-0.000000,0.000548
7.000000,0.225600,0.000000,1.488480,0.003070,-0.000000,0.000548
7.000000,0.226200,0.000000,1.488463,0.003068,0.000000,0.000548
7.000000,0.226800,0.000000,1.488447,0.003065,0.000000,0.000548
7.000000,0.227400,0.000000,1.488430,0.003063,0.000000,0.000548
7.000000,0.228000,0.000000,1.488413,0.003061,0.000000,0.000548
7.000000,0.228600,0.000000,1.488397,0.003059,0.000000,0.000548
7.000000,0.229200,0.000000,1.488380,0.003056,0.000000,0.000548
7.000000,0.229800,0.000000,1.488364,0.003054,0.000000,0.000548
7.000000,0.230400,0.000000,1.488347,0.003052,0.000000,0.000548
7.000000,0.231000,0.000000,1.488330,0.003050,0.000000,0.000548
7.000000,0.231600,0.000000,1.488314,0.003047,0.000000,0.000548
7.000000,0.232200,0.000000,1.488297,0.003045,0.000000,0.000548
7.000000,0.232800,0.000000,1.488280,0.003043,0.000000,0.000548
7.000000,0.233400,0.000000,1.488264,0.003040,0.000000,0.000548
7.000000,0.234000,0.000000,1.488247,0.003038,0.000000,0.000548
7.000000,0.234600,0.000000,1.488231,0.003036,0.000000,0.000548
7.000000,0.235200,0.000000,1.488214,0.003034,0.000000,0.000548
