Points_0,Points_1,Points_2,U_0,U_1,U_2,k
7.419800,-0.100000,0.000000,-0.004087,0.223596,0.000000,0.003117
7.420000,-0.100000,0.000000,-0.004146,0.223624,0.000000,0.003111
7.420200,-0.100000,0.000000,-0.004204,0.223652,0.000000,0.003106
7.420400,-0.100000,0.000000,-0.004262,0.223680,0.000000,0.003100
7.420600,-0.100000,0.000000,-0.004321,0.223708,0.000000,0.003094
7.420800,-0.100000,0.000000,-0.004379,0.223736,0.000000,0.003089
7.421000,-0.100000,0.000000,-0.004438,0.223764,0.000000,0.003083
7.421200,-0.100000,0.000000,-0.004496,0.223792,0.000000,0.003077
7.421400,-0.100000,0.000000,-0.004555,0.223819,0.000000,0.003072
7.421600,-0.100000,0.000000,-0.004613,0.223847,0.000000,0.003066
7.421800,-0.100000,0.000000,-0.004671,0.223875,0.000000,0.003061
7.422000,-0.100000,0.000000,-0.004718,0.223794,0.000000,0.003055
7.422200,-0.100000,0.000000,-0.004763,0.223702,0.000000,0.003049
7.422400,-0.100000,0.000000,-0.004808,0.223610,0.000000,0.003043
7.422600,-0.100000,0.000000,-0.004854,0.223518,0.000000,0.003037
7.422800,-0.100000,0.000000,-0.004899,0.223426,0.000000,0.003031
7.423000,-0.100000,0.000000,-0.004944,0.223334,0.000000,0.003026
7.423200,-0.100000,0.000000,-0.004989,0.223242,0.000000,0.003020
7.423400,-0.100000,0.000000,-0.005034,0.223150,0.000000,0.003014
7.423600,-0.100000,0.000000,-0.005080,0.223058,0.000000,0.003008
7.423800,-0.100000,0.000000,-0.005125,0.222966,0.000000,0.003002
7.424000,-0.100000,0.000000,-0.005170,0.222873,0.000000,0.002996
7.424200,-0.100000,0.000000,-0.005215,0.222781,0.000000,0.002991
7.424400,-0.100000,0.000000,-0.005261,0.222690,0.000000,0.002985
7.424600,-0.100000,0.000000,-0.005306,0.222597,0.000000,0.002979
7.424800,-0.100000,0.000000,-0.005351,0.222505,0.000000,0.002973
7.425000,-0.100000,0.000000,-0.005396,0.222413,-0.000000,0.002967
7.425200,-0.100000,0.000000,-0.005442,0.222321,-0.000000,0.002961
7.425400,-0.100000,0.000000,-0.005487,0.222229,-0.000000,0.002956
7.425600,-0.100000,0.000000,-0.005525,0.222058,-0.000000,0.002950
7.425800,-0.100000,0.000000,-0.005560,0.221856,-0.000000,0.002946
7.426000,-0.100000,0.000000,-0.005596,0.221654,-0.000000,0.002941
7.426200,-0.100000,0.000000,-0.005631,0.221453,-0.000000,0.002936
7.426400,-0.100000,0.000000,-0.005666,0.221251,-0.000000,0.002931
7.426600,-0.100000,0.000000,-0.005702,0.221050,-0.000000,0.002926
7.426800,-0.100000,0.000000,-0.005737,0.220848,-0.000000,0.002921
7.427000,-0.100000,0.000000,-0.005772,0.220647,-0.000000,0.002916
7.427200,-0.100000,0.000000,-0.005808,0.220445,-0.000000,0.002911
7.427400,-0.100000,0.000000,-0.005843,0.220244,-0.000000,0.002906
7.427600,-0.100000,0.000000,-0.005878,0.220042,-0.000000,0.002901
7.427800,-0.100000,0.000000,-0.005914,0.219840,-0.000000,0.002896
7.428000,-0.100000,0.000000,-0.005949,0.219639,-0.000000,0.002891
7.428200,-0.100000,0.000000,-0.005985,0.219437,-0.000000,0.002886
7.428400,-0.100000,0.000000,-0.006020,0.219236,-0.000000,0.002881
7.428600,-0.100000,0.000000,-0.006055,0.219035,-0.000000,0.002876
7.428800,-0.100000,0.000000,-0.006091,0.218833,-0.000000,0.002872
7.429000,-0.100000,0.000000,-0.006126,0.218632,-0.000000,0.002867
7.429200,-0.100000,0.000000,-0.006158,0.218379,-0.000000,0.002862
7.429400,-0.100000,0.000000,-0.006187,0.218086,-0.000000,0.002858
7.429600,-0.100000,0.000000,-0.006216,0.217791,-0.000000,0.002854
7.429800,-0.100000,0.000000,-0.006246,0.217498,-0.000000,0.002851
7.430000,-0.100000,0.000000,-0.006275,0.217204,-0.000000,0.002847
7.430200,-0.100000,0.000000,-0.006304,0.216910,-0.000000,0.002843
7.430400,-0.100000,0.000000,-0.006333,0.216616,-0.000000,0.002839
7.430600,-0.100000,0.000000,-0.006362,0.216322,-0.000000,0.002835
7.430800,-0.100000,0.000000,-0.006391,0.216029,0.000000,0.002831
7.431000,-0.100000,0.000000,-0.006421,0.215734,0.000000,0.002827
7.431200,-0.100000,0.000000,-0.006450,0.215441,0.000000,0.002823
7.431400,-0.100000,0.000000,-0.006479,0.215146,0.000000,0.002819
7.431600,-0.100000,0.000000,-0.006508,0.214853,0.000000,0.002816
7.431800,-0.100000,0.000000,-0.006537,0.214559,0.000000,0.002812
7.432000,-0.100000,0.000000,-0.006566,0.214265,0.000000,0.002808
7.432200,-0.100000,0.000000,-0.006595,0.213971,0.000000,0.002804
7.432400,-0.100000,0.000000,-0.006625,0.213677,0.000000,0.002800
7.432600,-0.100000,0.000000,-0.006654,0.213384,0.000000,0.002796
7.432800,-0.100000,0.000000,-0.006681,0.213062,0.000000,0.002793
7.433000,-0.100000,0.000000,-0.006706,0.212694,0.000000,0.002789
7.433200,-0.100000,0.000000,-0.006731,0.212327,0.000000,0.002786
7.433400,-0.100000,0.000000,-0.006756,0.211958,0.000000,0.002783
7.433600,-0.100000,0.000000,-0.006781,0.211590,0.000000,0.002780
7.433800,-0.100000,0.000000,-0.006806,0.211222,0.000000,0.002777
7.434000,-0.100000,0.000000,-0.006831,0.210854,0.000000,0.002774
7.434200,-0.100000,0.000000,-0.006856,0.210485,0.000000,0.002771
7.434400,-0.100000,0.000000,-0.006881,0.210117,0.000000,0.002767
7.434600,-0.100000,0.000000,-0.006906,0.209750,0.000000,0.002764
7.434800,-0.100000,0.000000,-0.006931,0.209381,0.000000,0.002761
7.435000,-0.100000,0.000000,-0.006956,0.209013,0.000000,0.002758
7.435200,-0.100000,0.000000,-0.006981,0.208645,0.000000,0.002755
7.435400,-0.100000,0.000000,-0.007006,0.208277,0.000000,0.002752
7.435600,-0.100000,0.000000,-0.007031,0.207908,0.000000,0.002749
7.435800,-0.100000,0.000000,-0.007056,0.207540,0.000000,0.002745
7.436000,-0.100000,0.000000,-0.007080,0.207173,0.000000,0.002742
7.436200,-0.100000,0.000000,-0.007105,0.206804,0.000000,0.002739
7.436400,-0.100000,0.000000,-0.007130,0.206426,0.000000,0.002736
7.436600,-0.100000,0.000000,-0.007151,0.205999,0.000000,0.002733
7.436800,-0.100000,0.000000,-0.007173,0.205573,0.000000,0.002731
7.437000,-0.100000,0.000000,-0.007195,0.205145,0.000000,0.002728
7.437200,-0.100000,0.000000,-0.007216,0.204719,0.000000,0.002725
7.437400,-0.100000,0.000000,-0.007238,0.204293,0.000000,0.002722
7.437600,-0.100000,0.000000,-0.007260,0.203866,0.000000,0.002719
7.437800,-0.100000,0.000000,-0.007281,0.203440,0.000000,0.002717
7.438000,-0.100000,0.000000,-0.007303,0.203013,0.000000,0.002714
7.438200,-0.100000,0.000000,-0.007325,0.202587,0.000000,0.002711
7.438400,-0.100000,0.000000,-0.007346,0.202160,0.000000,0.002708
7.438600,-0.100000,0.000000,-0.007368,0.201734,0.000000,0.002705
7.438800,-0.100000,0.000000,-0.007390,0.201308,0.000000,0.002703
7.439000,-0.100000,0.000000,-0.007411,0.200881,0.000000,0.002700
7.439200,-0.100000,0.000000,-0.007433,0.200455,0.000000,0.002697
7.439400,-0.100000,0.000000,-0.007455,0.200027,0.000000,0.002694
7.439600,-0.100000,0.000000,-0.007476,0.199601,0.000000,0.002691
7.439800,-0.100000,0.000000,-0.007498,0.199174,0.000000,0.002689
7.440000,-0.100000,0.000000,-0.007520,0.198748,0.000000,0.002686
7.440200,-0.100000,0.000000,-0.007539,0.198277,0.000000,0.002683
7.440400,-0.100000,0.000000,-0.007557,0.197804,0.000000,0.002680
7.440600,-0.100000,0.000000,-0.007576,0.197332,0.000000,0.002677
7.440800,-0.100000,0.000000,-0.007595,0.196859,0.000000,0.002675
7.441000,-0.100000,0.000000,-0.007614,0.196388,0.000000,0.002672
7.441200,-0.100000,0.000000,-0.007633,0.195915,0.000000,0.002669
7.441400,-0.100000,0.000000,-0.007652,0.195443,0.000000,0.002666
7.441600,-0.100000,0.000000,-0.007670,0.194971,0.000000,0.002663
7.441800,-0.100000,0.000000,-0.007689,0.194499,0.000000,0.002661
7.442000,-0.100000,0.000000,-0.007708,0.194027,0.000000,0.002658
7.442200,-0.100000,0.000000,-0.007727,0.193554,0.000000,0.002655
7.442400,-0.100000,0.000000,-0.007746,0.193082,0.000000,0.002652
7.442600,-0.100000,0.000000,-0.007764,0.192610,0.000000,0.002649
7.442800,-0.100000,0.000000,-0.007783,0.192138,0.000000,0.002647
7.443000,-0.100000,0.000000,-0.007802,0.191666,0.000000,0.002644
7.443200,-0.100000,0.000000,-0.007821,0.191193,-0.000000,0.002641
7.443400,-0.100000,0.000000,-0.007840,0.190722,-0.000000,0.002638
7.443600,-0.100000,0.000000,-0.007859,0.190249,-0.000000,0.002635
7.443800,-0.100000,0.000000,-0.007875,0.189748,-0.000000,0.002632
7.444000,-0.100000,0.000000,-0.007892,0.189239,-0.000000,0.002629
7.444200,-0.100000,0.000000,-0.007908,0.188732,-0.000000,0.002626
7.444400,-0.100000,0.000000,-0.007924,0.188224,-0.000000,0.002623
7.444600,-0.100000,0.000000,-0.007941,0.187716,-0.000000,0.002620
7.444800,-0.100000,0.000000,-0.007957,0.187208,-0.000000,0.002617
7.445000,-0.100000,0.000000,-0.007973,0.186699,-0.000000,0.002614
7.445200,-0.100000,0.000000,-0.007989,0.186192,-0.000000,0.002611
7.445400,-0.100000,0.000000,-0.008006,0.185683,-0.000000,0.002608
7.445600,-0.100000,0.000000,-0.008022,0.185176,-0.000000,0.002605
7.445800,-0.100000,0.000000,-0.008038,0.184668,-0.000000,0.002602
7.446000,-0.100000,0.000000,-0.008055,0.184160,-0.000000,0.002599
7.446200,-0.100000,0.000000,-0.008071,0.183652,-0.000000,0.002596
7.446400,-0.100000,0.000000,-0.008087,0.183144,-0.000000,0.002593
7.446600,-0.100000,0.000000,-0.008103,0.182636,-0.000000,0.002590
7.446800,-0.100000,0.000000,-0.008120,0.182127,-0.000000,0.002587
7.447000,-0.100000,0.000000,-0.008136,0.181620,-0.000000,0.002584
7.447200,-0.100000,0.000000,-0.008152,0.181112,-0.000000,0.002581
7.447400,-0.100000,0.000000,-0.008167,0.180586,-0.000000,0.002578
7.447600,-0.100000,0.000000,-0.008181,0.180050,-0.000000,0.002574
7.447800,-0.100000,0.000000,-0.008195,0.179513,-0.000000,0.002571
7.448000,-0.100000,0.000000,-0.008209,0.178978,-0.000000,0.002568
7.448200,-0.100000,0.000000,-0.008223,0.178441,-0.000000,0.002564
7.448400,-0.100000,0.000000,-0.008238,0.177905,-0.000000,0.002561
7.448600,-0.100000,0.000000,-0.008252,0.177369,0.000000,0.002557
7.448800,-0.100000,0.000000,-0.008266,0.176832,0.000000,0.002554
7.449000,-0.100000,0.000000,-0.008280,0.176297,0.000000,0.002551
7.449200,-0.100000,0.000000,-0.008294,0.175760,0.000000,0.002547
7.449400,-0.100000,0.000000,-0.008308,0.175224,0.000000,0.002544
7.449600,-0.100000,0.000000,-0.008322,0.174687,0.000000,0.002540
7.449800,-0.100000,0.000000,-0.008336,0.174152,0.000000,0.002537
7.450000,-0.100000,0.000000,-0.008350,0.173616,0.000000,0.002534
7.450200,-0.100000,0.000000,-0.008364,0.173079,0.000000,0.002530
7.450400,-0.100000,0.000000,-0.008378,0.172543,0.000000,0.002527
7.450600,-0.100000,0.000000,-0.008392,0.172006,0.000000,0.002523
7.450800,-0.100000,0.000000,-0.008406,0.171471,0.000000,0.002520
7.451000,-0.100000,0.000000,-0.008419,0.170924,0.000000,0.002516
7.451200,-0.100000,0.000000,-0.008432,0.170366,0.000000,0.002513
7.451400,-0.100000,0.000000,-0.008444,0.169806,0.000000,0.002509
7.451600,-0.100000,0.000000,-0.008456,0.169249,0.000000,0.002505
7.451800,-0.100000,0.000000,-0.008468,0.168691,0.000000,0.002501
7.452000,-0.100000,0.000000,-0.008480,0.168131,0.000000,0.002497
7.452200,-0.100000,0.000000,-0.008492,0.167573,0.000000,0.002493
7.452400,-0.100000,0.000000,-0.008504,0.167014,0.000000,0.002489
7.452600,-0.100000,0.000000,-0.008517,0.166456,0.000000,0.002486
7.452800,-0.100000,0.000000,-0.008529,0.165897,0.000000,0.002482
7.453000,-0.100000,0.000000,-0.008541,0.165339,0.000000,0.002478
7.453200,-0.100000,0.000000,-0.008553,0.164781,0.000000,0.002474
7.453400,-0.100000,0.000000,-0.008565,0.164222,0.000000,0.002470
7.453600,-0.100000,0.000000,-0.008577,0.163664,0.000000,0.002466
7.453800,-0.100000,0.000000,-0.008589,0.163105,0.000000,0.002463
7.454000,-0.100000,0.000000,-0.008602,0.162547,0.000000,0.002459
7.454200,-0.100000,0.000000,-0.008614,0.161988,0.000000,0.002455
7.454400,-0.100000,0.000000,-0.008626,0.161430,0.000000,0.002451
7.454600,-0.100000,0.000000,-0.008637,0.160867,0.000000,0.002447
7.454800,-0.100000,0.000000,-0.008648,0.160290,0.000000,0.002443
7.455000,-0.100000,0.000000,-0.008659,0.159715,0.000000,0.002438
7.455200,-0.100000,0.000000,-0.008669,0.159138,0.000000,0.002434
7.455400,-0.100000,0.000000,-0.008680,0.158562,0.000000,0.002430
7.455600,-0.100000,0.000000,-0.008690,0.157986,0.000000,0.002426
7.455800,-0.100000,0.000000,-0.008701,0.157410,0.000000,0.002421
7.456000,-0.100000,0.000000,-0.008712,0.156835,0.000000,0.002417
7.456200,-0.100000,0.000000,-0.008722,0.156258,0.000000,0.002413
7.456400,-0.100000,0.000000,-0.008733,0.155682,0.000000,0.002408
7.456600,-0.100000,0.000000,-0.008743,0.155105,0.000000,0.002404
7.456800,-0.100000,0.000000,-0.008754,0.154530,0.000000,0.002400
7.457000,-0.100000,0.000000,-0.008765,0.153953,0.000000,0.002395
7.457200,-0.100000,0.000000,-0.008775,0.153377,0.000000,0.002391
7.457400,-0.100000,0.000000,-0.008786,0.152802,0.000000,0.002387
7.457600,-0.100000,0.000000,-0.008796,0.152225,0.000000,0.002383
7.457800,-0.100000,0.000000,-0.008807,0.151650,0.000000,0.002378
7.458000,-0.100000,0.000000,-0.008818,0.151073,0.000000,0.002374
7.458200,-0.100000,0.000000,-0.008828,0.150496,0.000000,0.002370
7.458400,-0.100000,0.000000,-0.008838,0.149905,0.000000,0.002365
7.458600,-0.100000,0.000000,-0.008847,0.149316,0.000000,0.002360
7.458800,-0.100000,0.000000,-0.008856,0.148727,0.000000,0.002355
7.459000,-0.100000,0.000000,-0.008866,0.148136,0.000000,0.002351
7.459200,-0.100000,0.000000,-0.008875,0.147547,-0.000000,0.002346
7.459400,-0.100000,0.000000,-0.008885,0.146957,-0.000000,0.002341
7.459600,-0.100000,0.000000,-0.008894,0.146367,-0.000000,0.002336
7.459800,-0.100000,0.000000,-0.008904,0.145777,-0.000000,0.002332
7.460000,-0.100000,0.000000,-0.008913,0.145187,-0.000000,0.002327
7.460200,-0.100000,0.000000,-0.008922,0.144598,-0.000000,0.002322
7.460400,-0.100000,0.000000,-0.008932,0.144008,-0.000000,0.002318
7.460600,-0.100000,0.000000,-0.008941,0.143418,-0.000000,0.002313
7.460800,-0.100000,0.000000,-0.008951,0.142828,-0.000000,0.002308
7.461000,-0.100000,0.000000,-0.008960,0.142239,-0.000000,0.002303
7.461200,-0.100000,0.000000,-0.008970,0.141648,-0.000000,0.002299
7.461400,-0.100000,0.000000,-0.008979,0.141059,-0.000000,0.002294
7.461600,-0.100000,0.000000,-0.008988,0.140470,-0.000000,0.002289
7.461800,-0.100000,0.000000,-0.008998,0.139879,-0.000000,0.002284
7.462000,-0.100000,0.000000,-0.009007,0.139280,-0.000000,0.002279
7.462200,-0.100000,0.000000,-0.009015,0.138679,-0.000000,0.002274
7.462400,-0.100000,0.000000,-0.009024,0.138079,-0.000000,0.002269
7.462600,-0.100000,0.000000,-0.009033,0.137478,-0.000000,0.002264
7.462800,-0.100000,0.000000,-0.009041,0.136878,-0.000000,0.002259
7.463000,-0.100000,0.000000,-0.009050,0.136279,-0.000000,0.002254
7.463200,-0.100000,0.000000,-0.009059,0.135677,-0.000000,0.002249
7.463400,-0.100000,0.000000,-0.009067,0.135078,-0.000000,0.002244
7.463600,-0.100000,0.000000,-0.009076,0.134477,-0.000000,0.002239
7.463800,-0.100000,0.000000,-0.009085,0.133877,-0.000000,0.002233
7.464000,-0.100000,0.000000,-0.009093,0.133276,-0.000000,0.002228
7.464200,-0.100000,0.000000,-0.009102,0.132676,-0.000000,0.002223
7.464400,-0.100000,0.000000,-0.009111,0.132076,-0.000000,0.002218
7.464600,-0.100000,0.000000,-0.009119,0.131475,-0.000000,0.002213
7.464800,-0.100000,0.000000,-0.009128,0.130875,-0.000000,0.002208
7.465000,-0.100000,0.000000,-0.009137,0.130274,-0.000000,0.002203
7.465200,-0.100000,0.000000,-0.009145,0.129675,-0.000000,0.002198
7.465400,-0.100000,0.000000,-0.009154,0.129073,-0.000000,0.002193
7.465600,-0.100000,0.000000,-0.009162,0.128468,-0.000000,0.002187
7.465800,-0.100000,0.000000,-0.009171,0.127860,-0.000000,0.002182
7.466000,-0.100000,0.000000,-0.009179,0.127251,-0.000000,0.002177
7.466200,-0.100000,0.000000,-0.009187,0.126644,-0.000000,0.002171
7.466400,-0.100000,0.000000,-0.009195,0.126035,-0.000000,0.002166
7.466600,-0.100000,0.000000,-0.009204,0.125427,-0.000000,0.002160
7.466800,-0.100000,0.000000,-0.009212,0.124818,-0.000000,0.002155
7.467000,-0.100000,0.000000,-0.009220,0.124211,-0.000000,0.002150
7.467200,-0.100000,0.000000,-0.009229,0.123603,-0.000000,0.002144
7.467400,-0.100000,0.000000,-0.009237,0.122994,-0.000000,0.002139
7.467600,-0.100000,0.000000,-0.009245,0.122387,-0.000000,0.002134
7.467800,-0.100000,0.000000,-0.009253,0.121778,-0.000000,0.002128
7.468000,-0.100000,0.000000,-0.009262,0.121170,-0.000000,0.002123
7.468200,-0.100000,0.000000,-0.009270,0.120561,-0.000000,0.002117
7.468400,-0.100000,0.000000,-0.009278,0.119954,-0.000000,0.002112
7.468600,-0.100000,0.000000,-0.009287,0.119346,-0.000000,0.002107
7.468800,-0.100000,0.000000,-0.009295,0.118737,-0.000000,0.002101
7.469000,-0.100000,0.000000,-0.009303,0.118130,-0.000000,0.002096
7.469200,-0.100000,0.000000,-0.009311,0.117518,-0.000000,0.002090
7.469400,-0.100000,0.000000,-0.009320,0.116904,-0.000000,0.002085
7.469600,-0.100000,0.000000,-0.009328,0.116290,-0.000000,0.002079
7.469800,-0.100000,0.000000,-0.009336,0.115677,-0.000000,0.002074
7.470000,-0.100000,0.000000,-0.009345,0.115062,-0.000000,0.002068
7.470200,-0.100000,0.000000,-0.009353,0.114449,-0.000000,0.002063
7.470400,-0.100000,0.000000,-0.009361,0.113836,-0.000000,0.002057
7.470600,-0.100000,0.000000,-0.009369,0.113221,-0.000000,0.002052
7.470800,-0.100000,0.000000,-0.009378,0.112608,-0.000000,0.002046
7.471000,-0.100000,0.000000,-0.009386,0.111994,-0.000000,0.002040
7.471200,-0.100000,0.000000,-0.009394,0.111381,-0.000000,0.002035
7.471400,-0.100000,0.000000,-0.009402,0.110766,-0.000000,0.002029
7.471600,-0.100000,0.000000,-0.009411,0.110153,0.000000,0.002024
7.471800,-0.100000,0.000000,-0.009419,0.109540,0.000000,0.002018
7.472000,-0.100000,0.000000,-0.009427,0.108925,0.000000,0.002013
7.472200,-0.100000,0.000000,-0.009436,0.108312,0.000000,0.002007
7.472400,-0.100000,0.000000,-0.009444,0.107698,0.000000,0.002002
7.472600,-0.100000,0.000000,-0.009452,0.107084,0.000000,0.001996
7.472800,-0.100000,0.000000,-0.009461,0.106469,0.000000,0.001990
7.473000,-0.100000,0.000000,-0.009469,0.105852,0.000000,0.001985
7.473200,-0.100000,0.000000,-0.009478,0.105235,0.000000,0.001979
7.473400,-0.100000,0.000000,-0.009486,0.104617,0.000000,0.001974
7.473600,-0.100000,0.000000,-0.009495,0.104000,0.000000,0.001968
7.473800,-0.100000,0.000000,-0.009504,0.103382,0.000000,0.001962
7.474000,-0.100000,0.000000,-0.009512,0.102765,0.000000,0.001957
7.474200,-0.100000,0.000000,-0.009521,0.102147,0.000000,0.001951
